data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,sendPackages,receivePackages,disco_C_used,disco_C_percent
05/06/2025 00:42:33,1400.0,3.2,11.79,77.5,77262,231672,88869650432,35.1
05/06/2025 00:42:38,2100.0,1.8,11.78,77.3,77281,231696,88869609472,35.1
05/06/2025 00:42:42,2100.0,2.4,11.77,77.3,77327,231769,88868954112,35.1
05/06/2025 00:42:47,2100.0,3.7,11.79,77.4,77468,231886,88868954112,35.1
05/06/2025 00:42:51,1400.0,8.9,11.9,78.2,77496,231933,88868958208,35.1
05/06/2025 00:42:56,2100.0,3.0,11.9,78.1,77510,231953,88868986880,35.1
05/06/2025 00:43:00,1400.0,3.1,11.87,77.9,77528,231978,88869158912,35.1
05/06/2025 00:43:05,2100.0,13.6,11.86,77.9,77691,232201,88869236736,35.1
05/06/2025 00:43:10,2100.0,28.4,11.82,77.6,78325,235096,88869126144,35.1
05/06/2025 00:43:14,1400.0,4.0,11.88,78.0,78474,235234,88869355520,35.1
05/06/2025 00:43:18,1400.0,4.9,11.89,78.1,78803,236976,88869425152,35.1
05/06/2025 00:43:23,1400.0,3.6,11.88,78.0,79106,238848,88869318656,35.1
05/06/2025 00:43:27,2100.0,4.2,11.9,78.1,79175,238880,88869703680,35.1
05/06/2025 00:43:31,1400.0,3.5,11.99,78.7,79405,240353,88869646336,35.1
05/06/2025 00:43:36,2100.0,4.0,11.94,78.4,79528,241072,88869597184,35.1
05/06/2025 00:43:40,1400.0,2.7,11.91,78.2,79779,242634,88869662720,35.1
05/06/2025 00:43:44,1400.0,4.9,11.89,78.1,79966,243805,88883224576,35.2
05/06/2025 00:43:49,2100.0,6.9,11.87,77.9,80187,245288,88883224576,35.2
05/06/2025 00:43:53,2100.0,3.4,11.85,77.8,80351,246071,88883224576,35.2
05/06/2025 00:43:57,1400.0,2.6,11.84,77.8,80537,247285,88874352640,35.2
05/06/2025 00:44:02,1400.0,1.4,11.83,77.7,80652,248039,88874352640,35.2
05/06/2025 00:44:06,2100.0,2.3,11.83,77.7,80987,249832,88874463232,35.2
05/06/2025 00:44:10,2100.0,4.4,11.9,78.2,80992,249837,88873500672,35.1
05/06/2025 00:44:15,2100.0,22.4,11.88,78.0,81188,250894,88873435136,35.1
05/06/2025 00:44:20,2100.0,11.2,11.89,78.1,81382,252195,88873435136,35.1
05/06/2025 00:44:25,2100.0,20.8,11.89,78.1,81660,253613,88873504768,35.1
05/06/2025 00:44:29,2100.0,21.3,11.89,78.1,81824,254961,88873533440,35.1
05/06/2025 00:44:34,1400.0,8.0,11.92,78.3,81949,255069,88873627648,35.2
05/06/2025 00:44:38,2100.0,3.5,11.83,77.7,82488,257079,88873746432,35.2
05/06/2025 00:44:42,1400.0,3.4,11.85,77.8,82824,258635,88873623552,35.2
05/06/2025 00:44:47,2100.0,6.2,11.92,78.3,82883,258666,88873725952,35.2
05/06/2025 00:44:51,1400.0,2.5,11.94,78.4,83161,260411,88872955904,35.1
05/06/2025 00:44:55,1400.0,2.3,11.86,77.9,83266,261003,88872984576,35.1
05/06/2025 00:45:00,2100.0,2.8,11.83,77.7,83366,261555,88873000960,35.1
05/06/2025 00:45:04,1400.0,7.3,11.84,77.7,83499,262379,88873000960,35.1
05/06/2025 00:45:08,1400.0,3.2,11.84,77.7,83586,262951,88873000960,35.1
05/06/2025 00:45:12,2100.0,2.8,11.83,77.7,83609,262982,88873000960,35.1
05/06/2025 00:45:17,1400.0,1.3,11.82,77.6,83729,263745,88873000960,35.1
05/06/2025 00:45:21,2100.0,2.5,11.82,77.6,83874,264728,88873000960,35.1
05/06/2025 00:45:25,2100.0,3.1,11.82,77.6,84009,264873,88873005056,35.1
05/06/2025 00:45:30,1400.0,10.4,11.81,77.6,84214,265683,88873046016,35.1
05/06/2025 00:45:34,1400.0,9.2,11.83,77.7,84419,266340,88873111552,35.1
05/06/2025 00:45:39,1400.0,3.1,11.83,77.7,84641,267011,88873066496,35.1
05/06/2025 00:45:43,2100.0,2.1,11.84,77.7,84719,267318,88873336832,35.1
05/06/2025 00:45:48,2100.0,3.0,11.89,78.1,84802,267396,88873336832,35.1
05/06/2025 00:45:52,2100.0,4.2,11.89,78.1,85004,267613,88873328640,35.1
05/06/2025 00:45:57,2100.0,2.6,11.89,78.1,85094,267744,88875409408,35.2
05/06/2025 00:46:01,2100.0,5.1,11.96,78.6,85182,267891,88875966464,35.2
05/06/2025 00:46:05,2100.0,11.9,12.03,79.0,85295,267994,88875966464,35.2
05/06/2025 00:46:09,1400.0,8.8,11.97,78.6,85493,268151,88875741184,35.2
05/06/2025 00:46:13,1400.0,2.3,11.95,78.5,85502,268169,88875675648,35.2
05/06/2025 00:46:17,2100.0,3.8,11.92,78.3,85561,268229,88875675648,35.2
05/06/2025 00:46:22,1400.0,2.8,11.94,78.4,85659,268361,88875675648,35.2
05/06/2025 00:46:26,2100.0,2.6,11.95,78.5,85685,268403,88875679744,35.2
05/06/2025 00:46:31,1400.0,5.7,11.95,78.5,85746,268457,88875700224,35.2
05/06/2025 00:46:35,2100.0,9.3,11.96,78.5,85819,268547,88875704320,35.2
05/06/2025 00:46:40,1400.0,2.6,11.94,78.4,85861,268600,88875794432,35.2
