data_hora,process_name,memory_percent,cpu_percent,vms
05/06/2025 01:07:01,pycharm64.exe,0,122.1,0
05/06/2025 01:07:01,opera.exe,0,19.8,0
05/06/2025 01:07:01,python.exe,0,16.5,0
05/06/2025 01:07:01,opera.exe,0,13.8,0
05/06/2025 01:07:01,opera.exe,0,12.9,0
05/06/2025 01:07:01,MsMpEng.exe,0,7.6,0
05/06/2025 01:07:01,opera.exe,0,2.8,0
05/06/2025 01:07:01,opera.exe,0,2.5,0
05/06/2025 01:07:01,System,0,1.2,0
05/06/2025 01:07:01,SynTPEnh.exe,0,1.1,0
05/06/2025 01:07:05,opera.exe,0,27.5,0
05/06/2025 01:07:05,python.exe,0,23.6,0
05/06/2025 01:07:05,webstorm64.exe,0,3.6,0
05/06/2025 01:07:05,explorer.exe,0,2.9,0
05/06/2025 01:07:05,dwm.exe,0,2.8,0
05/06/2025 01:07:05,opera.exe,0,2.7,0
05/06/2025 01:07:05,SynTPEnh.exe,0,1.7,0
05/06/2025 01:07:05,opera.exe,0,0.9,0
05/06/2025 01:07:05,ctfmon.exe,0,0.9,0
05/06/2025 01:07:05,System,0,0.7,0
05/06/2025 01:07:09,python.exe,0,23.1,0
05/06/2025 01:07:09,dwm.exe,0,5.6,0
05/06/2025 01:07:09,opera.exe,0,3.8,0
05/06/2025 01:07:09,System,0,3.2,0
05/06/2025 01:07:09,opera.exe,0,2.9,0
05/06/2025 01:07:09,opera.exe,0,2.7,0
05/06/2025 01:07:09,opera.exe,0,2.7,0
05/06/2025 01:07:09,audiodg.exe,0,1.9,0
05/06/2025 01:07:09,opera.exe,0,1.9,0
05/06/2025 01:07:09,Rainmeter.exe,0,1.0,0
05/06/2025 01:07:14,pycharm64.exe,0,74.7,0
05/06/2025 01:07:14,python.exe,0,17.9,0
05/06/2025 01:07:14,opera.exe,0,2.7,0
05/06/2025 01:07:14,dwm.exe,0,2.7,0
05/06/2025 01:07:14,MsMpEng.exe,0,2.3,0
05/06/2025 01:07:14,svchost.exe,0,0.8,0
05/06/2025 01:07:18,webstorm64.exe,0,32.3,0
05/06/2025 01:07:18,python.exe,0,24.7,0
05/06/2025 01:07:18,svchost.exe,0,10.9,0
05/06/2025 01:07:18,MemCompression,0,9.5,0
05/06/2025 01:07:18,dwm.exe,0,8.3,0
05/06/2025 01:07:18,opera.exe,0,2.9,0
05/06/2025 01:07:18,SynTPEnh.exe,0,2.4,0
05/06/2025 01:07:18,opera.exe,0,1.4,0
05/06/2025 01:07:18,Rainmeter.exe,0,0.9,0
05/06/2025 01:07:18,Discord.exe,0,0.8,0
05/06/2025 01:07:23,python.exe,0,26.8,0
05/06/2025 01:07:23,dwm.exe,0,1.6,0
05/06/2025 01:07:23,opera.exe,0,1.4,0
05/06/2025 01:07:23,System,0,1.2,0
05/06/2025 01:07:23,RadeonSoftware.exe,0,0.8,0
05/06/2025 01:07:23,pycharm64.exe,0,0.8,0
05/06/2025 01:07:23,webstorm64.exe,0,0.8,0
05/06/2025 01:07:23,Rainmeter.exe,0,0.8,0
05/06/2025 01:07:23,Discord.exe,0,0.7,0
05/06/2025 01:07:23,WhatsApp.exe,0,0.7,0
05/06/2025 01:07:28,python.exe,0,20.3,0
05/06/2025 01:07:28,dwm.exe,0,3.5,0
05/06/2025 01:07:28,System,0,1.2,0
05/06/2025 01:07:28,opera.exe,0,0.9,0
05/06/2025 01:07:28,audiodg.exe,0,0.9,0
05/06/2025 01:07:28,Rainmeter.exe,0,0.9,0
05/06/2025 01:07:28,SynTPEnh.exe,0,0.8,0
05/06/2025 01:07:28,pycharm64.exe,0,0.8,0
05/06/2025 01:07:28,opera.exe,0,0.7,0
05/06/2025 01:07:28,opera.exe,0,0.7,0
05/06/2025 01:07:32,python.exe,0,16.4,0
05/06/2025 01:07:32,opera.exe,0,8.4,0
05/06/2025 01:07:32,dwm.exe,0,6.0,0
05/06/2025 01:07:32,opera.exe,0,5.1,0
05/06/2025 01:07:32,SynTPEnh.exe,0,1.6,0
05/06/2025 01:07:32,Rainmeter.exe,0,0.9,0
05/06/2025 01:07:32,AMDRSServ.exe,0,0.8,0
05/06/2025 01:07:32,Discord.exe,0,0.8,0
05/06/2025 01:07:32,pycharm64.exe,0,0.8,0
05/06/2025 01:07:32,opera.exe,0,0.7,0
05/06/2025 01:07:37,python.exe,0,27.1,0
05/06/2025 01:07:37,MsMpEng.exe,0,4.1,0
05/06/2025 01:07:37,opera.exe,0,2.3,0
05/06/2025 01:07:37,opera.exe,0,1.9,0
05/06/2025 01:07:37,dwm.exe,0,1.5,0
05/06/2025 01:07:37,Rainmeter.exe,0,0.8,0
05/06/2025 01:07:37,RadeonSoftware.exe,0,0.7,0
05/06/2025 01:07:37,opera.exe,0,0.6,0
05/06/2025 01:07:42,python.exe,0,24.0,0
05/06/2025 01:07:42,opera.exe,0,5.2,0
05/06/2025 01:07:42,webstorm64.exe,0,3.0,0
05/06/2025 01:07:42,pycharm64.exe,0,2.2,0
05/06/2025 01:07:42,opera.exe,0,1.9,0
05/06/2025 01:07:42,MsMpEng.exe,0,1.4,0
05/06/2025 01:07:42,opera.exe,0,1.1,0
05/06/2025 01:07:42,opera.exe,0,1.1,0
05/06/2025 01:07:42,Discord.exe,0,0.7,0
05/06/2025 01:07:42,insomnia-11.1.0.exe,0,0.7,0
05/06/2025 01:07:46,python.exe,0,13.9,0
05/06/2025 01:07:46,dwm.exe,0,4.5,0
05/06/2025 01:07:46,MsMpEng.exe,0,3.9,0
05/06/2025 01:07:46,opera.exe,0,2.6,0
05/06/2025 01:07:46,pycharm64.exe,0,2.5,0
05/06/2025 01:07:46,opera.exe,0,0.9,0
05/06/2025 01:07:46,Discord.exe,0,0.8,0
05/06/2025 01:07:46,RadeonSoftware.exe,0,0.8,0
05/06/2025 01:07:46,opera.exe,0,0.7,0
05/06/2025 01:07:46,System,0,0.6,0
05/06/2025 01:07:51,pycharm64.exe,0,48.1,0
05/06/2025 01:07:51,python.exe,0,22.7,0
05/06/2025 01:07:51,opera.exe,0,8.8,0
05/06/2025 01:07:51,dwm.exe,0,6.6,0
05/06/2025 01:07:51,opera.exe,0,5.2,0
05/06/2025 01:07:51,opera.exe,0,1.9,0
05/06/2025 01:07:51,opera.exe,0,1.3,0
05/06/2025 01:07:51,Rainmeter.exe,0,0.7,0
05/06/2025 01:07:51,System,0,0.6,0
05/06/2025 01:07:56,opera.exe,0,50.4,0
05/06/2025 01:07:56,python.exe,0,32.4,0
05/06/2025 01:07:56,webstorm64.exe,0,3.0,0
05/06/2025 01:07:56,opera.exe,0,2.4,0
05/06/2025 01:07:56,opera.exe,0,1.9,0
05/06/2025 01:07:56,System,0,1.7,0
05/06/2025 01:07:56,opera.exe,0,1.5,0
05/06/2025 01:07:56,Rainmeter.exe,0,1.5,0
05/06/2025 01:07:56,Discord.exe,0,1.4,0
05/06/2025 01:07:56,opera.exe,0,1.2,0
05/06/2025 01:08:01,opera.exe,0,98.8,0
05/06/2025 01:08:01,python.exe,0,25.2,0
05/06/2025 01:08:01,pycharm64.exe,0,22.7,0
05/06/2025 01:08:01,dwm.exe,0,2.7,0
05/06/2025 01:08:01,opera.exe,0,1.4,0
05/06/2025 01:08:01,opera.exe,0,1.3,0
05/06/2025 01:08:01,Rainmeter.exe,0,0.9,0
05/06/2025 01:08:01,Discord.exe,0,0.8,0
05/06/2025 01:08:01,svchost.exe,0,0.6,0
05/06/2025 01:08:05,opera.exe,0,63.5,0
05/06/2025 01:08:05,python.exe,0,30.2,0
05/06/2025 01:08:05,opera.exe,0,3.2,0
05/06/2025 01:08:05,dwm.exe,0,1.0,0
05/06/2025 01:08:05,MsMpEng.exe,0,0.9,0
05/06/2025 01:08:05,System,0,0.7,0
05/06/2025 01:08:05,opera.exe,0,0.7,0
05/06/2025 01:08:09,python.exe,0,29.4,0
05/06/2025 01:08:09,opera.exe,0,3.9,0
05/06/2025 01:08:09,opera.exe,0,3.1,0
05/06/2025 01:08:09,opera.exe,0,2.7,0
05/06/2025 01:08:09,webstorm64.exe,0,1.6,0
05/06/2025 01:08:09,audiodg.exe,0,1.6,0
05/06/2025 01:08:09,RadeonSoftware.exe,0,0.8,0
05/06/2025 01:08:09,pycharm64.exe,0,0.8,0
05/06/2025 01:08:09,wallpaper32.exe,0,0.8,0
05/06/2025 01:08:09,Rainmeter.exe,0,0.8,0
05/06/2025 01:08:14,pycharm64.exe,0,85.5,0
05/06/2025 01:08:14,python.exe,0,21.8,0
05/06/2025 01:08:14,System,0,4.4,0
05/06/2025 01:08:14,opera.exe,0,3.1,0
05/06/2025 01:08:14,MsMpEng.exe,0,3.1,0
05/06/2025 01:08:14,opera.exe,0,2.8,0
05/06/2025 01:08:14,dwm.exe,0,0.9,0
05/06/2025 01:08:14,Rainmeter.exe,0,0.9,0
05/06/2025 01:08:14,mysqld.exe,0,0.8,0
05/06/2025 01:08:14,csrss.exe,0,0.6,0
05/06/2025 01:08:19,python.exe,0,19.5,0
05/06/2025 01:08:19,opera.exe,0,3.1,0
05/06/2025 01:08:19,pycharm64.exe,0,2.2,0
05/06/2025 01:08:19,webstorm64.exe,0,2.2,0
05/06/2025 01:08:19,opera.exe,0,2.2,0
05/06/2025 01:08:19,opera.exe,0,1.5,0
05/06/2025 01:08:19,dwm.exe,0,1.5,0
05/06/2025 01:08:19,opera.exe,0,0.7,0
05/06/2025 01:08:19,MsMpEng.exe,0,0.7,0
05/06/2025 01:08:19,gamingservices.exe,0,0.7,0
05/06/2025 01:08:24,python.exe,0,28.2,0
05/06/2025 01:08:24,webstorm64.exe,0,21.0,0
05/06/2025 01:08:24,dwm.exe,0,6.3,0
05/06/2025 01:08:24,pycharm64.exe,0,2.3,0
05/06/2025 01:08:24,opera.exe,0,1.6,0
05/06/2025 01:08:24,opera.exe,0,1.4,0
05/06/2025 01:08:24,System,0,1.1,0
05/06/2025 01:08:24,Discord.exe,0,0.8,0
05/06/2025 01:08:24,audiodg.exe,0,0.8,0
05/06/2025 01:08:24,opera.exe,0,0.6,0
05/06/2025 01:08:28,pycharm64.exe,0,64.2,0
05/06/2025 01:08:28,opera.exe,0,28.9,0
05/06/2025 01:08:28,python.exe,0,24.8,0
