data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,sendPackages,receivePackages,disco_C_used,disco_C_percent
04/06/2025 17:17:40,2100.0,0.5,12.75,83.7,18106,7151,90407690240,35.8
04/06/2025 17:17:45,1400.0,0.4,12.73,83.6,18107,7152,90407694336,35.8
04/06/2025 17:17:50,2100.0,7.1,12.61,82.8,18116,7164,90407694336,35.8
04/06/2025 17:17:55,1400.0,1.0,12.45,81.8,18119,7167,90407706624,35.8
04/06/2025 17:18:00,2100.0,17.5,12.67,83.2,18154,7211,90408169472,35.8
04/06/2025 17:18:05,2100.0,7.2,12.6,82.7,18166,7223,90408181760,35.8
04/06/2025 17:18:10,2100.0,3.3,12.6,82.7,18168,7224,90408050688,35.8
04/06/2025 17:18:15,1400.0,3.6,12.63,83.0,18191,7244,90408120320,35.8
04/06/2025 17:18:21,2100.0,1.4,12.63,82.9,18207,7260,90408255488,35.8
04/06/2025 17:18:26,2100.0,4.3,12.76,83.8,18211,7264,90408198144,35.8
04/06/2025 17:18:31,1400.0,0.8,12.75,83.8,18212,7266,90408148992,35.8
04/06/2025 17:18:36,2100.0,1.7,12.72,83.5,18218,7273,90408484864,35.8
04/06/2025 17:18:42,2100.0,2.6,12.72,83.6,18243,7301,90408501248,35.8
04/06/2025 17:18:47,2100.0,4.7,12.73,83.6,18252,7310,90408452096,35.8
04/06/2025 17:18:52,1400.0,2.3,12.76,83.8,18281,7340,90408452096,35.8
04/06/2025 17:18:57,1400.0,0.3,12.74,83.7,18306,7370,90408464384,35.8
04/06/2025 17:19:02,1400.0,2.7,12.75,83.7,18311,7377,90408865792,35.8
04/06/2025 17:19:06,2100.0,9.0,12.75,83.8,18327,7394,90408910848,35.8
04/06/2025 17:19:11,2100.0,3.0,12.74,83.7,18331,7399,90409439232,35.8
04/06/2025 17:19:16,1400.0,3.6,12.76,83.8,18351,7424,90409492480,35.8
04/06/2025 17:19:21,1400.0,2.0,12.75,83.8,18355,7428,90409492480,35.8
04/06/2025 17:19:26,2100.0,71.8,12.73,83.6,18362,7435,90409496576,35.8
04/06/2025 17:19:31,1400.0,2.2,12.74,83.6,18369,7444,90409512960,35.8
04/06/2025 17:19:35,2100.0,3.4,12.73,83.6,18376,7452,90409512960,35.8
04/06/2025 17:19:40,1400.0,0.5,12.73,83.6,18378,7455,90409512960,35.8
04/06/2025 17:19:45,1400.0,1.4,12.72,83.6,18381,7458,90409512960,35.8
04/06/2025 17:19:50,1400.0,0.5,12.72,83.6,18381,7459,90409578496,35.8
04/06/2025 17:19:55,2100.0,0.5,12.72,83.6,18385,7465,90409578496,35.8
04/06/2025 17:20:00,2100.0,3.0,12.72,83.5,18390,7471,90409578496,35.8
04/06/2025 17:20:05,2100.0,1.2,12.72,83.5,18394,7475,90409590784,35.8
04/06/2025 17:20:10,1400.0,2.6,12.72,83.5,18395,7476,90409590784,35.8
04/06/2025 17:20:14,2100.0,4.8,12.66,83.1,18401,7482,90409590784,35.8
04/06/2025 17:20:19,2100.0,4.2,12.42,81.6,18405,7488,90409590784,35.8
04/06/2025 17:20:24,1400.0,3.5,12.63,83.0,18405,7488,90408882176,35.8
04/06/2025 17:20:28,2100.0,22.4,12.66,83.2,18414,7499,90409021440,35.8
