data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,disco_C_used,disco_C_percent
03/06/2025 19:38:27,2100.0,2.3,0,85.9,92324147200,36.5
03/06/2025 19:38:32,2100.0,1.6,0,85.8,92324220928,36.5
03/06/2025 19:38:37,1400.0,1.6,0,85.8,92324245504,36.5
03/06/2025 19:38:42,1400.0,1.6,0,85.7,92325085184,36.5
03/06/2025 19:38:46,2100.0,2.5,0,85.7,92325101568,36.5
