data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,sendPackages,receivePackages,disco_C_used,disco_C_percent
05/06/2025 17:44:59,2396.0,14.8,5.55,70.8,76363,178058,137034391552,53.7
05/06/2025 17:45:02,2396.0,37.2,5.54,70.7,76367,178064,137034391552,53.7
05/06/2025 17:45:05,2396.0,19.0,5.54,70.7,76370,178067,137034395648,53.7
05/06/2025 17:45:08,2396.0,21.7,5.54,70.7,76370,178067,137034391552,53.7
05/06/2025 17:45:12,2396.0,19.8,5.5,70.2,76373,178070,137034391552,53.7
05/06/2025 17:45:15,2396.0,19.0,5.5,70.2,76377,178077,137034391552,53.7
05/06/2025 17:45:18,2396.0,29.8,5.5,70.2,76381,178080,137034395648,53.7
05/06/2025 17:45:21,2396.0,10.1,5.5,70.2,76384,178080,137034395648,53.7
05/06/2025 17:45:25,2396.0,22.1,5.5,70.2,76390,178083,137034395648,53.7
05/06/2025 17:45:28,2396.0,20.7,5.5,70.1,76393,178084,137034395648,53.7
05/06/2025 17:45:31,2396.0,22.0,5.5,70.2,76427,178135,137034424320,53.7
05/06/2025 17:45:34,2396.0,46.3,5.37,68.5,76453,178198,137034428416,53.7
05/06/2025 17:45:38,2396.0,28.5,5.37,68.5,76459,178224,137034428416,53.7
05/06/2025 17:45:41,2396.0,27.2,5.37,68.5,76460,178230,137034428416,53.7
05/06/2025 17:45:44,2396.0,54.8,5.37,68.5,76460,178230,137034428416,53.7
05/06/2025 17:45:47,2396.0,11.9,5.37,68.5,76461,178234,137034428416,53.7
05/06/2025 17:45:51,2396.0,44.9,5.38,68.7,76462,178235,137034436608,53.7
05/06/2025 17:45:54,2396.0,29.0,5.4,68.9,76475,178254,137034436608,53.7
05/06/2025 17:45:57,2396.0,15.6,5.38,68.7,76477,178256,137034436608,53.7
05/06/2025 17:46:00,2396.0,65.9,5.38,68.6,76480,178261,137034240000,53.7
05/06/2025 17:46:04,2396.0,55.0,5.42,69.1,76495,178281,137034309632,53.7
05/06/2025 17:46:07,2396.0,13.3,5.4,68.9,76511,178297,137034309632,53.7
05/06/2025 17:46:10,2396.0,41.8,5.4,68.9,76513,178302,137034313728,53.7
05/06/2025 17:46:14,2396.0,73.5,5.41,69.0,76513,178302,137034313728,53.7
05/06/2025 17:46:18,2396.0,24.0,5.44,69.4,76540,178335,137034313728,53.7
05/06/2025 17:46:21,2396.0,29.6,5.48,70.0,76552,178348,137034313728,53.7
05/06/2025 17:46:24,2396.0,62.9,5.48,69.9,76584,178398,137034313728,53.7
05/06/2025 17:46:27,2396.0,3.5,5.47,69.8,76585,178399,137034313728,53.7
05/06/2025 17:46:30,2396.0,64.9,5.46,69.6,76590,178400,137034313728,53.7
05/06/2025 17:46:34,2396.0,12.8,5.45,69.5,76604,178415,137034313728,53.7
05/06/2025 17:46:37,2396.0,32.4,5.44,69.3,76605,178431,137034313728,53.7
05/06/2025 17:46:40,2396.0,46.9,5.43,69.3,76606,178432,137034313728,53.7
05/06/2025 17:46:43,2396.0,8.3,5.38,68.6,76611,178437,137034383360,53.7
05/06/2025 17:46:46,2396.0,52.1,5.38,68.6,76613,178437,137034383360,53.7
05/06/2025 17:46:50,2396.0,6.6,5.37,68.6,76613,178437,137034383360,53.7
05/06/2025 17:46:53,2396.0,36.8,5.37,68.5,76615,178438,137034383360,53.7
05/06/2025 17:46:56,2396.0,34.3,5.38,68.6,76617,178440,137034387456,53.7
05/06/2025 17:46:59,2396.0,16.7,5.38,68.7,76618,178440,137034387456,53.7
05/06/2025 17:47:02,2396.0,53.5,5.38,68.6,76620,178441,137034387456,53.7
05/06/2025 17:47:05,2396.0,4.7,5.38,68.6,76621,178443,137034387456,53.7
05/06/2025 17:47:08,2396.0,49.0,5.37,68.6,76621,178443,137034387456,53.7
05/06/2025 17:47:12,2396.0,24.4,5.37,68.5,76627,178443,137034387456,53.7
05/06/2025 17:47:15,2396.0,25.8,5.37,68.5,76630,178444,137034387456,53.7
05/06/2025 17:47:18,2396.0,50.0,5.37,68.5,76633,178445,137034387456,53.7
05/06/2025 17:47:21,2396.0,3.9,5.37,68.5,76639,178446,137034387456,53.7
05/06/2025 17:47:24,2396.0,25.0,5.37,68.5,76641,178447,137033334784,53.7
05/06/2025 17:47:28,2396.0,16.0,5.4,68.9,76645,178451,137033338880,53.7
05/06/2025 17:47:31,2396.0,28.4,5.4,68.9,76651,178453,137033347072,53.7
05/06/2025 17:47:34,2396.0,66.4,5.38,68.7,76656,178458,137033347072,53.7
05/06/2025 17:47:37,2396.0,3.5,5.4,68.8,76656,178458,137033351168,53.7
05/06/2025 17:47:40,2396.0,54.9,5.39,68.8,76657,178461,137033351168,53.7
05/06/2025 17:47:44,2396.0,23.0,5.39,68.8,76658,178463,137033351168,53.7
05/06/2025 17:47:47,2396.0,37.1,5.41,69.0,76658,178463,137033351168,53.7
05/06/2025 17:47:50,2396.0,37.6,5.49,70.0,76683,178503,137033351168,53.7
05/06/2025 17:47:53,2396.0,3.9,5.5,70.2,76766,178583,137033351168,53.7
05/06/2025 17:47:56,2396.0,48.4,5.5,70.2,76767,178586,137033355264,53.7
05/06/2025 17:48:00,2396.0,15.4,5.51,70.2,76767,178587,137033355264,53.7
05/06/2025 17:48:03,2396.0,36.7,5.51,70.3,76768,178589,137033355264,53.7
05/06/2025 17:48:06,2396.0,25.7,5.5,70.2,76769,178590,137033355264,53.7
05/06/2025 17:48:09,2396.0,19.1,5.45,69.5,76772,178593,137033355264,53.7
05/06/2025 17:48:12,2396.0,45.5,5.45,69.5,76772,178595,137033355264,53.7
05/06/2025 17:48:15,2396.0,6.1,5.45,69.5,76772,178595,137033355264,53.7
05/06/2025 17:48:19,2396.0,54.4,5.44,69.5,76772,178595,137033355264,53.7
05/06/2025 17:48:22,2396.0,75.6,5.49,70.0,76772,178595,137033424896,53.7
05/06/2025 17:48:26,2396.0,69.3,5.58,71.2,76772,178596,137033424896,53.7
05/06/2025 17:48:29,2396.0,45.0,5.54,70.7,76812,178645,137033424896,53.7
05/06/2025 17:48:33,2396.0,10.9,5.51,70.3,76815,178647,137033424896,53.7
05/06/2025 17:48:36,2396.0,9.2,5.5,70.2,76815,178647,137033424896,53.7
05/06/2025 17:48:39,2396.0,7.3,5.49,70.1,76815,178657,137033424896,53.7
05/06/2025 17:48:42,2396.0,7.7,5.49,70.1,76816,178659,137033424896,53.7
05/06/2025 17:48:45,2396.0,22.5,5.48,69.9,76817,178659,137033424896,53.7
