data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,sendPackages,receivePackages,disco_C_used,disco_C_percent
05/06/2025 02:05:56,2100.0,2.8,12.25,80.5,175256,712150,91375456256,36.1
05/06/2025 02:06:00,1400.0,1.0,12.25,80.4,175269,712162,91376508928,36.1
05/06/2025 02:06:05,1400.0,1.3,12.24,80.4,175275,712172,91376508928,36.1
05/06/2025 02:06:09,1400.0,6.9,12.26,80.5,175280,712182,91375190016,36.1
05/06/2025 02:06:14,2100.0,5.1,12.26,80.5,175625,713296,91375308800,36.1
05/06/2025 02:06:18,1400.0,4.9,12.23,80.3,175764,714017,91375759360,36.1
05/06/2025 02:06:23,2100.0,3.9,12.28,80.6,175844,714477,91375734784,36.1
05/06/2025 02:06:27,2100.0,3.0,12.04,79.1,175967,715172,91375783936,36.1
05/06/2025 02:06:31,1400.0,2.6,12.03,79.0,176143,716023,91374936064,36.1
05/06/2025 02:06:36,1400.0,1.3,12.02,78.9,176151,716039,91374956544,36.1
05/06/2025 02:06:40,1400.0,7.5,12.02,78.9,176235,716551,91375075328,36.1
05/06/2025 02:06:45,2100.0,5.2,12.01,78.9,176245,716565,91375276032,36.1
05/06/2025 02:06:49,2100.0,5.6,12.0,78.8,176375,717340,91375280128,36.1
05/06/2025 02:06:54,1400.0,2.2,12.0,78.8,176461,717853,91375280128,36.1
05/06/2025 02:06:58,2100.0,4.2,11.99,78.8,176529,718268,91375566848,36.1
05/06/2025 02:07:02,1400.0,2.1,11.99,78.8,176540,718283,91375566848,36.1
05/06/2025 02:07:07,2100.0,6.2,12.01,78.9,176626,718851,91375570944,36.1
05/06/2025 02:07:11,1400.0,1.8,11.97,78.6,176675,718880,91375669248,36.1
05/06/2025 02:07:15,1400.0,1.3,11.98,78.7,176766,719478,91375734784,36.1
05/06/2025 02:07:20,1400.0,3.9,11.97,78.6,176852,719998,91375734784,36.1
05/06/2025 02:07:24,1400.0,2.1,11.97,78.6,176852,720012,91375738880,36.1
05/06/2025 02:07:28,1400.0,5.2,11.97,78.6,177007,720950,91375751168,36.1
05/06/2025 02:07:33,1400.0,3.4,12.0,78.8,177026,720977,91375751168,36.1
05/06/2025 02:07:37,1400.0,5.0,11.94,78.4,177106,721509,91375783936,36.1
05/06/2025 02:07:42,2100.0,1.6,12.04,79.1,177201,722095,91376340992,36.1
05/06/2025 02:07:47,2100.0,1.3,12.09,79.4,177229,722234,91376472064,36.1
05/06/2025 02:07:52,2100.0,4.2,12.04,79.1,177288,722254,91376467968,36.1
05/06/2025 02:07:56,2100.0,9.3,11.91,78.2,177370,722746,91376738304,36.1
05/06/2025 02:08:01,2100.0,11.5,11.9,78.2,177451,723083,91376758784,36.1
