data_hora,process_name,memory_percent,cpu_percent,vms
05/06/2025 16:43:27,python.exe,0,31.7,0
05/06/2025 16:43:27,dwm.exe,0,30.6,0
05/06/2025 16:43:27,Code.exe,0,21.8,0
05/06/2025 16:43:27,Code.exe,0,21.0,0
05/06/2025 16:43:27,explorer.exe,0,6.8,0
05/06/2025 16:43:27,opera.exe,0,6.8,0
05/06/2025 16:43:27,chrome.exe,0,6.2,0
05/06/2025 16:43:27,System,0,5.9,0
05/06/2025 16:43:27,opera.exe,0,4.0,0
05/06/2025 16:43:27,opera.exe,0,3.2,0
05/06/2025 16:43:32,chrome.exe,0,53.1,0
05/06/2025 16:43:32,chrome.exe,0,47.4,0
05/06/2025 16:43:32,dwm.exe,0,28.1,0
05/06/2025 16:43:32,chrome.exe,0,27.1,0
05/06/2025 16:43:32,python.exe,0,26.2,0
05/06/2025 16:43:32,Code.exe,0,12.6,0
05/06/2025 16:43:32,MsMpEng.exe,0,12.1,0
05/06/2025 16:43:32,explorer.exe,0,11.8,0
05/06/2025 16:43:32,opera.exe,0,10.9,0
05/06/2025 16:43:32,Code.exe,0,9.1,0
05/06/2025 16:43:36,chrome.exe,0,30.3,0
05/06/2025 16:43:36,python.exe,0,28.4,0
05/06/2025 16:43:36,chrome.exe,0,16.0,0
05/06/2025 16:43:36,dwm.exe,0,13.8,0
05/06/2025 16:43:36,MySQLWorkbench.exe,0,2.0,0
05/06/2025 16:43:36,Code.exe,0,2.0,0
05/06/2025 16:43:36,System,0,1.6,0
05/06/2025 16:43:36,opera.exe,0,1.6,0
05/06/2025 16:43:36,MsMpEng.exe,0,1.0,0
05/06/2025 16:43:36,Code.exe,0,1.0,0
05/06/2025 16:43:39,python.exe,0,35.6,0
05/06/2025 16:43:39,chrome.exe,0,26.0,0
05/06/2025 16:43:39,chrome.exe,0,23.5,0
05/06/2025 16:43:39,dwm.exe,0,14.9,0
05/06/2025 16:43:39,opera.exe,0,3.9,0
05/06/2025 16:43:39,System,0,1.5,0
05/06/2025 16:43:39,WhatsApp.exe,0,1.0,0
05/06/2025 16:43:39,explorer.exe,0,0.9,0
