data_hora,cpu_freq,cpu_percent,ram_used,ram_percent,sendPackages,receivePackages,disco_C_used,disco_C_percent
05/06/2025 16:51:18,1497.0,58.8,6.81,86.9,67139,163348,137108029440,53.7
05/06/2025 16:51:22,1497.0,46.8,6.82,87.0,67140,163348,137108029440,53.7
05/06/2025 16:51:26,1497.0,54.1,6.81,86.9,67151,163359,137108033536,53.7
05/06/2025 16:51:30,1497.0,51.6,6.79,86.7,67157,163369,137108049920,53.7
05/06/2025 16:51:34,1497.0,61.7,6.79,86.7,67162,163374,137108054016,53.7
05/06/2025 16:51:38,1497.0,57.2,6.77,86.4,67166,163377,137108054016,53.7
05/06/2025 16:51:42,2396.0,54.1,6.78,86.5,67168,163379,137108058112,53.7
05/06/2025 16:51:46,1497.0,54.0,6.78,86.6,67178,163387,137107996672,53.7
05/06/2025 16:51:50,1497.0,53.2,6.79,86.6,67188,163397,137108062208,53.7
05/06/2025 16:51:54,1497.0,52.5,6.79,86.6,67190,163400,137108062208,53.7
05/06/2025 16:51:58,1497.0,54.3,6.79,86.6,67193,163402,137108066304,53.7
05/06/2025 16:52:02,1497.0,52.5,6.79,86.6,67197,163405,137108070400,53.7
05/06/2025 16:52:06,2396.0,55.8,6.79,86.6,67203,163414,137108070400,53.7
05/06/2025 16:52:10,1497.0,52.8,6.79,86.7,67210,163425,137108074496,53.7
05/06/2025 16:52:14,1497.0,64.8,6.81,86.9,67214,163432,137108291584,53.7
05/06/2025 16:52:19,1497.0,58.5,6.88,87.7,67233,163452,137108357120,53.7
05/06/2025 16:52:24,2396.0,87.1,7.02,89.5,67238,163456,137108824064,53.7
05/06/2025 16:52:30,1497.0,69.0,7.14,91.1,67261,163480,137109168128,53.7
05/06/2025 16:52:36,2396.0,80.4,7.18,91.6,67297,163524,137118928896,53.7
05/06/2025 16:52:43,2396.0,98.9,7.42,94.6,67361,163605,137121906688,53.7
05/06/2025 16:52:50,2396.0,76.3,7.38,94.2,67558,164652,137120677888,53.7
05/06/2025 16:52:56,1497.0,61.1,7.46,95.2,67655,164775,137117798400,53.7
05/06/2025 16:53:01,1497.0,69.5,7.3,93.1,67676,164805,137117732864,53.7
05/06/2025 16:53:06,1497.0,56.3,6.92,88.3,67701,164828,137117732864,53.7
05/06/2025 16:53:11,1497.0,49.8,6.95,88.7,67703,164829,137117876224,53.7
05/06/2025 16:53:15,2396.0,70.0,6.96,88.7,67705,164831,137117876224,53.7
05/06/2025 16:53:19,2396.0,74.7,6.93,88.4,67730,164855,137117876224,53.7
05/06/2025 16:53:23,1497.0,75.7,6.96,88.8,67736,164858,137118072832,53.7
05/06/2025 16:53:27,1497.0,62.4,6.97,88.9,67747,164878,137118072832,53.7
05/06/2025 16:53:31,2396.0,91.6,6.88,87.8,67747,164878,137118089216,53.7
05/06/2025 16:53:37,1497.0,70.2,6.88,87.8,67765,164899,137105768448,53.7
05/06/2025 16:53:41,1497.0,71.2,6.7,85.4,67767,164902,137025163264,53.7
05/06/2025 16:53:45,1497.0,71.7,5.53,70.5,67772,164906,137025163264,53.7
05/06/2025 16:53:48,1497.0,72.9,5.53,70.5,67778,164909,137025163264,53.7
05/06/2025 16:53:52,2396.0,49.3,5.52,70.4,67778,164909,137025163264,53.7
05/06/2025 16:53:56,1497.0,64.6,5.51,70.3,67779,164912,137025163264,53.7
05/06/2025 16:54:00,1497.0,49.8,5.51,70.3,67780,164913,137025163264,53.7
05/06/2025 16:54:04,1497.0,60.8,5.51,70.3,67780,164913,137025163264,53.7
05/06/2025 16:54:07,1497.0,81.4,5.51,70.3,67780,164913,137025163264,53.7
05/06/2025 16:54:13,1497.0,75.4,5.51,70.3,67812,164947,137025294336,53.7
05/06/2025 16:54:16,1497.0,43.1,5.52,70.4,67822,164952,137025294336,53.7
05/06/2025 16:54:20,2396.0,60.1,5.52,70.4,67826,164952,137025314816,53.7
05/06/2025 16:54:24,1497.0,56.0,5.53,70.5,67828,164953,137025773568,53.7
05/06/2025 16:54:29,1497.0,67.6,5.7,72.7,68187,165852,137027092480,53.7
05/06/2025 16:54:32,1497.0,45.7,5.72,73.0,68328,166339,137027092480,53.7
05/06/2025 16:54:36,1497.0,37.9,5.69,72.6,68334,166344,137027092480,53.7
05/06/2025 16:54:40,1497.0,20.8,5.69,72.5,68335,166344,137027092480,53.7
05/06/2025 16:54:44,1497.0,18.8,5.69,72.5,68338,166346,137027092480,53.7
05/06/2025 16:54:48,1497.0,17.6,5.69,72.5,68355,166405,137027092480,53.7
05/06/2025 16:54:52,1497.0,58.5,5.69,72.5,68362,166408,137027092480,53.7
05/06/2025 16:54:56,1497.0,37.9,5.7,72.7,68380,166434,137027092480,53.7
05/06/2025 16:55:00,1497.0,26.8,5.62,71.7,68388,166446,137027092480,53.7
05/06/2025 16:55:04,2396.0,36.8,5.6,71.4,68388,166446,137027227648,53.7
05/06/2025 16:55:08,1497.0,24.4,5.64,71.9,68388,166446,137027227648,53.7
05/06/2025 16:55:12,1497.0,19.7,5.63,71.8,68391,166449,137027231744,53.7
05/06/2025 16:55:16,1497.0,21.5,5.62,71.6,68392,166461,137027231744,53.7
05/06/2025 16:55:20,1497.0,17.2,5.61,71.6,68392,166461,137027231744,53.7
05/06/2025 16:55:24,1497.0,25.0,5.61,71.6,68392,166461,137027231744,53.7
05/06/2025 16:55:28,1497.0,19.7,5.61,71.6,68392,166461,137027231744,53.7
05/06/2025 16:55:32,2396.0,12.2,5.63,71.8,68400,166464,137027084288,53.7
05/06/2025 16:55:36,1497.0,48.3,5.63,71.8,68412,166473,137027084288,53.7
05/06/2025 16:55:40,1497.0,50.2,5.63,71.8,68418,166478,137027084288,53.7
05/06/2025 16:55:44,2396.0,51.3,5.62,71.7,68419,166478,137027088384,53.7
05/06/2025 16:55:48,1497.0,53.4,5.62,71.7,68419,166478,137027088384,53.7
05/06/2025 16:55:52,1497.0,53.8,5.62,71.7,68420,166478,137027088384,53.7
05/06/2025 16:55:56,1497.0,51.1,5.62,71.7,68424,166482,137027088384,53.7
05/06/2025 16:56:00,1497.0,54.5,5.62,71.7,68424,166483,137027088384,53.7
05/06/2025 16:56:04,1497.0,48.7,5.62,71.7,68425,166485,137027084288,53.7
05/06/2025 16:56:08,1497.0,51.5,5.62,71.7,68427,166486,137027084288,53.7
05/06/2025 16:56:12,1497.0,48.1,5.62,71.7,68427,166486,137027084288,53.7
05/06/2025 16:56:16,1497.0,48.3,5.62,71.7,68430,166492,137027084288,53.7
05/06/2025 16:56:20,1497.0,48.7,5.62,71.7,68430,166495,137027084288,53.7
05/06/2025 16:56:24,1497.0,59.3,5.67,72.4,68448,166513,137027084288,53.7
05/06/2025 16:56:28,1497.0,49.1,5.68,72.5,68535,166598,137027088384,53.7
05/06/2025 16:56:32,1497.0,50.6,5.68,72.5,68537,166599,137027088384,53.7
05/06/2025 16:56:36,1497.0,48.3,5.7,72.7,68537,166600,137027088384,53.7
05/06/2025 16:56:40,1497.0,50.0,5.7,72.7,68538,166600,137027612672,53.7
05/06/2025 16:56:44,1497.0,55.1,5.63,71.9,68541,166603,137027612672,53.7
05/06/2025 16:56:48,1497.0,46.9,5.63,71.9,68556,166604,137027612672,53.7
05/06/2025 16:56:52,1497.0,54.6,5.63,71.8,68564,166606,137027612672,53.7
05/06/2025 16:56:56,1497.0,54.0,5.63,71.8,68570,166611,137027612672,53.7
05/06/2025 16:57:00,1497.0,52.6,5.63,71.9,68573,166613,137027612672,53.7
05/06/2025 16:57:04,1497.0,49.6,5.63,71.8,68574,166613,137027612672,53.7
05/06/2025 16:57:08,2396.0,52.1,5.63,71.9,68578,166617,137027616768,53.7
05/06/2025 16:57:12,1497.0,53.2,5.63,71.9,68578,166617,137027616768,53.7
05/06/2025 16:57:16,1497.0,54.8,5.63,71.9,68620,166673,137027616768,53.7
05/06/2025 16:57:20,1497.0,55.4,5.67,72.3,68668,166735,137027616768,53.7
05/06/2025 16:57:24,1497.0,62.3,5.66,72.3,68682,166753,137027616768,53.7
05/06/2025 16:57:28,1497.0,58.1,5.66,72.1,68732,166800,137027629056,53.7
05/06/2025 16:57:32,1497.0,53.9,5.66,72.2,68742,166810,137027645440,53.7
05/06/2025 16:57:36,1497.0,50.9,5.66,72.2,68749,166824,137027645440,53.7
05/06/2025 16:57:40,2396.0,64.9,5.6,71.4,68763,166843,137027645440,53.7
05/06/2025 16:57:44,1497.0,58.5,5.58,71.2,68763,166843,137027645440,53.7
05/06/2025 16:57:48,1497.0,53.7,5.59,71.3,68764,166844,137027649536,53.7
05/06/2025 16:57:52,1497.0,54.4,5.59,71.3,68764,166844,137027649536,53.7
05/06/2025 16:57:56,1497.0,47.6,5.59,71.3,68765,166844,137027649536,53.7
05/06/2025 16:58:00,1497.0,46.2,5.59,71.3,68765,166844,137027649536,53.7
05/06/2025 16:58:04,1497.0,45.1,5.59,71.3,68765,166844,137027649536,53.7
05/06/2025 16:58:08,1497.0,49.8,5.59,71.3,68766,166844,137027653632,53.7
05/06/2025 16:58:12,1497.0,52.1,5.6,71.5,68787,166867,137028292608,53.7
